Ticket created - Month,Customer,Product Name,Application,Incident Type,Ticket Type,Ticket Category,Incident Description,Incident Severity,Resolution Steps,Resolved by
November,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,User facing login issues,Severity 3,"1. User facing login issues
2. Dhivya checked in SSP and asked the user login using mail : imjabon08@gmail.com and password: 123456
3. Confirmation was given by the user",L1
November,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,User facing login issues,Severity 3,"1. User facing login issues
2. Dhivya checked in SSP and asked the user to login using password:123456
3. Confirmation was given to the user",L1
November,Wheeltek,Fintech - AIDC,Web Application,Product,Incident,Issue on payment recording,User wants to know about a payment,Severity 3,"1. user wants to know about a payment
2. dhivya checked the details
3. details are provided",L1
November,Wheeltek,Denali,Mobile,Product,Incident,Issue on user login,User facing login issues,Severity 3,"1. User facing login issues
2. Dhivya checked in SSP and asked the user to contact admin manager for registration
3. confirmation was given to the user",L1
November,Wheeltek,LOS,Web Application,Product,Request,Request for user registration,User wants to register the BM account,Severity 4,"1. user wants to register BM account
2. Dhivya checked the details 
3. asked user to contact admin manager for registration",L1
November,Wheeltek,Fintech - AIDC,Web Application,Product,Request,Request for user registration,User want to create new cashier account,Severity 4,"1. User want to create new cashier account
2. Dhivya checked in SSP and created a new cashier account
3. Confirmation was given to the user",L1
November,Wheeltek,LOS,Web Application,Product,Incident,Issue on payment recording,User cannot proceed with the next step in the applicaion,Severity 3,"1. User wants to know about the status of the application
2. Dhivya checked the details and checked details
3. Asked user to contact admin manager for the resolution",L1
November,Wheeltek,Fintech - AIDC,Web Application,Product,Request,Request for user registration,User wants to register cashier account,Severity 4,User wants to create cashier account,L1
November,Wheeltek,UP,Web Application,Product,Request,Request on password reset,User facing password issue,Severity 4,"1. User facing password issue 
2. Dhivya checked in SSP and sent the user password reset link in mail
3. Confirmation was given to the user",L1
November,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,Customers application got changed post application submit,Severity 3,"1. Customers application got changed post application submit
2. divya checked the details 
3. Closing the ticket as there is no response from user within 48 hours",L1
November,Wheeltek,LOS,Web Application,Product,Training,Training on the Application ,User getting mobile number used pop-up,Severity 4,"1. User getting mobile number used pop-up
2. Dhivya checked in SSP and informed user, this is just a message and can proceed with the application
3. Confirmation was given to the user",L1
November,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,User have login issues,Severity 3,"1. User reported login issues
2. Divya checked and asked user to login using the production URL
3. User was able to login",L1
November,Wheeltek,Denali,Mobile,Product,Training,Training on Payment Recording,User wants to know the procedure for registration,Severity 4,"1. User wants to know the procedure for registration
2. Dhivya checked in SSP and asked the user to connect with the admin manager
3. Confirmation was given to the user",L1
November,Wheeltek,UP,Mobile,Product,Incident,Issue on user login,User facing login issue,Severity 3,"1. User facing login issue
2. Dhivya checked in SSP and asked the user to login using production link
3. Confirmation was given to the user",L1
November,Wheeltek,LOS,Web Application,User Training,Training,Training on the Application ,User wants to know how to by-pass the steps for faster processing,Severity 4,"1. User wants to know how to by-pass the steps for faster processing
2. Dhivya checked in SSP and informed the user no steps to by-pass the application",L1
November,Wheeltek,UP,Web Application,Product,Training,Training on the Application ,User wants to create an account in LOS,Severity 4,"1. User wants to create an account in LOS
2. Dhivya checked in SSP and asked the user to register
3. Confirmation was given to the user",L1
November,Wheeltek,Fintech - AIDC,Mobile,User Training,Training,Training on Payment Recording,User wants to know about payment recording,Severity 4,"1. User wants to know about payment recording
2. Divya checked
3. Issue resolved",L1
November,Wheeltek,Fintech - AIDC,Mobile,Product,Incident,Issue on payment recording,recorded payment is not visible in cashier dashboard,Severity 3,"1. recorded payment is not visible in cashier dashboard
2. Divya checked the details
3. Closing the ticket as there is no response from user within 48 hours",L1
November,Wheeltek,LOS,Web Application,User Training,Training,Training on the Application ,User gave a suggestion of having option to search with name,Severity 4,"1. User gave a suggestion of having option to search with name
2. Divya checked in SSP and informed the user the suggestion has been taken
3. Confirmation was given to the user",L1
November,Wheeltek,UP,Web Application,User Training,Training,Training on Payment Recording,User wants to know about application,Severity 4,"1. User wants to know about application
2. Divya checked
3. Closing the ticket as there is no response from user within 48 hours",L1
November,Wheeltek,Fintech - AIDC,Mobile,Product,Incident,Issue on payment recording,User having issue in payment recording,Severity 3,"1. User having issue in payment recording
2. Divya checked the details
3. Closing the ticket as there is no response from user within 48 hours",L1
November,Wheeltek,Fintech - AIDC,Mobile,Product,Incident,Issue on user login,User have login issue,Severity 3,"1. User reported login issues
2. Checked details via SSP
3. Closing the ticket as there is no response from user within 48 hours",L1
November,Wheeltek,Denali,Web Application,Product,Incident,Issue on user login,User facing login issues,Severity 3,"1. User facing login issues
2. Dhivya checked in SSP and asked the user to connect with admin manager
3. Confirmation was given to the user",L1
November,Wheeltek,UP,Web Application,Product,Training,Training on the Application ,User wants the login production link,Severity 4,"1. User wants the login production link
2. Dhivya checked in SSP and forwarded the production link to the user
3. Confirmation was given to the user",L1
November,Wheeltek,LOS,Web Application,Product,Incident,issue on module access,User cannot access module,Severity 3,"1. User cannot access module
2. divya checked the details 
3. Closing the ticket as there is no response from user within 48 hours",L1
November,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User wants to know the status of application,Severity 3,"1.User wants to know the status of application
2. Divya checked and asked for more details
3. closing the ticket as there is no response from user within 48 hours",L1
November,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User wants to know the status of application,Severity 3,"1. User wants to know the status of application
2. divya checked and asked for more details
3.",L1
November,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User wants to update CI,Severity 3,"1. User wants to update CI
2. Divya checked the details
3. Closing the ticket as there is no response from user within 48 hours",L1
November,Wheeltek,LOS,Web Application,Product,Incident,Issue on application submit,User wants to know about application,Severity 3,"1. User wants to know about application
2. Divya checked the details
3. Closing the ticket as there is no response from user within 48 hours",L1
